序号,姓名,势力,军团,所属,所在,身分,官职,忠诚,功绩,统御,武力,智力,政治,魅力,五围和,体力,头像,性别,登场年,出生年,死亡年,死因,血缘,父亲,母亲,配偶,义兄弟,世代,相性,亲近武将,亲近武将,亲近武将,亲近武将,亲近武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,登场预定君主,枪兵适性,戟兵适性,弩兵适性,骑兵适性,兵器适性,水军适性,枪兵经验,戟兵经验,弩兵经验,骑兵经验,兵器经验,水军经验,统率经验,武力经验,智力经验,政治经验,魅力经验,统御变动,武力变动,智力变动,政治变动,魅力变动,出身地,特技,舌战得意话题,义理,野望,起用,性格,音声,口调,汉室,战略倾向,地元执着,すけるとん,头盔,面部,上身,披风,护腕,下身,箭袋,パーツ,武器·左,武器·右,马,头像变更年龄,lp124,任务,任务对象,lp140_1,lp140_2,lp140_3,lp140_4,lp140_5,留守Counter,伤病,旧势力,仕官禁止君主,仕官禁止期间,捕虏月数Counter,年初功绩
731,丰臣秀吉,丰臣秀吉,丰臣秀吉,,,都督,无,0,0,80,55,85,95,80,395,100,1115,男,184,170,269,自然死,731,,,,,1,0,,,,,,,,,,,,Ａ,Ｓ,Ａ,Ｂ,Ｓ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,,故事,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,92,75,106,255,106,101,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
732,织田信长,丰臣秀吉,丰臣秀吉,,,一般,无,0,0,85,75,90,90,75,415,100,1116,男,184,170,269,自然死,732,,,,,1,0,,,,,,,,,,,,Ｓ,Ｓ,Ｂ,Ｂ,Ｓ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,30,25,93,76,93,92,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
733,上杉谦信,丰臣秀吉,丰臣秀吉,,,一般,无,0,0,90,85,65,70,85,395,100,1118,男,184,170,269,自然死,733,,,,,1,0,,,,,,,,,,,,Ｂ,Ｓ,Ａ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,38,80,110,255,110,110,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
734,武田信玄,丰臣秀吉,丰臣秀吉,,,一般,无,0,0,90,70,90,85,80,415,100,1119,男,184,170,269,自然死,734,,,,,1,0,,,,,,,,,,,,Ａ,Ｓ,Ｂ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,35,80,79,255,79,74,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
735,岛津义弘,丰臣秀吉,丰臣秀吉,,,一般,无,0,0,80,95,70,65,60,370,100,1120,男,184,170,269,自然死,735,,,,,1,0,,,,,,,,,,,,Ａ,Ｓ,Ｂ,Ｂ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,73,75,71,255,71,71,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
736,松赞干布,松赞干布,松赞干布,,,都督,无,0,0,90,75,95,95,90,445,100,1110,男,184,170,269,自然死,736,,,,,1,0,,,,,,,,,,,,Ｓ,Ａ,Ｂ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,南中,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,10,75,68,255,68,68,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
737,噶尔东赞,松赞干布,松赞干布,,,一般,无,0,0,85,55,85,90,85,400,100,1111,男,184,170,269,自然死,737,,,,,1,0,,,,,,,,,,,,Ｓ,Ｓ,Ｂ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,南中,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,71,71,71,255,71,71,255,255,255,255,5,255,512,,,,,,,,0,健康,,,0,0,0
738,噶尔钦陵,松赞干布,松赞干布,,,一般,无,0,0,95,80,90,55,60,380,100,1112,男,184,170,269,自然死,737,噶尔东赞,,,,2,0,,,,,,,,,,,,Ｓ+10%,Ｓ,Ａ,Ｓ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,南中,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,71,76,71,103,71,71,20,255,255,255,5,255,512,,,,,,,,0,健康,,,0,0,0
739,赤松德赞,松赞干布,松赞干布,,,一般,无,0,0,75,60,80,85,85,385,100,1113,男,184,170,269,自然死,739,,,,,1,0,,,,,,,,,,,,Ｓ,Ａ,Ｂ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,南中,,道理,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,25,80,71,76,71,71,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
740,赤祖德赞,松赞干布,松赞干布,,,一般,无,0,0,70,65,80,90,80,385,100,1114,男,184,170,269,自然死,739,,,,,3,0,,,,,,,,,,,,Ｓ,Ｂ,Ｂ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,南中,,时节,普通,普通,实绩,刚胆,刚胆,蛮族,无视,地方统一,重视,0,71,75,71,255,71,71,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
741,宦官,,,,,,无,0,0,1,1,1,1,1,5,100,745,男,184,184,281,自然死,741,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,时节,普通,普通,实绩,小心,小心,殷勤,普通,现状维持,重视,0,106,101,106,255,106,106,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
742,使者,,,,,,无,0,0,1,1,1,1,1,5,100,746,男,184,184,281,自然死,742,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,冷静,冷静,丁宁,普通,现状维持,重视,0,115,75,79,255,79,79,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
743,武将,,,,,,无,0,0,1,1,1,1,1,5,100,747,男,184,184,281,自然死,743,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,重视,0,121,119,119,255,119,119,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
744,卫兵,,,,,,无,0,0,1,1,1,1,1,5,100,748,男,184,184,281,自然死,744,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,重视,0,74,83,83,255,83,83,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
745,陈胜,陈胜,陈胜,,,都督,无,0,0,70,80,60,50,60,320,100,1151,男,184,170,269,自然死,745,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,怒发,时节,容易背叛,普通,实绩,猪突,莽撞,乱暴,无视,地方统一,重视,0,119,79,119,255,8,119,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
746,吴广,陈胜,陈胜,,,一般,无,0,0,65,75,70,65,50,325,100,1152,男,184,170,269,自然死,746,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,辅佐,时节,普通,普通,实绩,刚胆,刚胆,乱暴,无视,现状维持,漫不经心,0,74,119,74,255,74,74,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
747,张角,陈胜,陈胜,,,一般,无,0,0,70,55,80,80,85,370,100,520,男,184,170,269,自然死,747,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,冀州,鬼门,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,104,63,106,255,106,106,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
748,孙恩,陈胜,陈胜,,,一般,无,0,0,75,70,75,65,80,365,100,1153,男,184,170,269,自然死,748,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｃ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,米道,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,74,79,93,255,93,93,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
749,葛荣,陈胜,陈胜,,,一般,无,0,0,75,80,60,35,65,315,100,1155,男,184,170,269,自然死,749,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,乱战,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,92,80,120,94,120,120,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
750,窦建德,陈胜,陈胜,,,一般,无,0,0,80,85,70,60,90,385,100,1156,男,184,170,269,自然死,750,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ａ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,冀州,攻心,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,27,38,106,76,106,4,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
751,黄巢,陈胜,陈胜,,,一般,无,0,0,85,80,85,55,80,385,100,1157,男,184,170,269,自然死,751,,,,,1,0,,,,,,,,,,,,Ｓ,Ａ,Ｂ,Ａ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,强行,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,30,25,101,103,101,101,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
752,王仙芝,陈胜,陈胜,,,一般,无,0,0,70,70,70,50,70,330,100,1158,男,184,170,269,自然死,752,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,突袭,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,25,75,119,255,74,119,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
753,宋江,陈胜,陈胜,,,一般,无,0,0,75,70,70,75,75,365,100,1159,男,184,170,269,自然死,753,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ａ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,青徐,名声,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,97,5,106,255,106,106,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
754,方腊,陈胜,陈胜,,,一般,无,0,0,75,75,60,70,80,360,100,1160,男,184,170,269,自然死,754,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｃ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,妖术,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,92,79,97,255,97,97,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
755,钟相,陈胜,陈胜,,,一般,无,0,0,70,75,55,45,55,300,100,1162,男,184,170,269,自然死,755,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｃ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,荆南,强袭,道理,普通,普通,实绩,刚胆,刚胆,殷勤,普通,现状维持,漫不经心,0,30,25,110,255,110,110,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
756,杨么,陈胜,陈胜,,,一般,无,0,0,75,80,65,50,60,330,100,1161,男,184,170,269,自然死,756,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｃ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,荆南,推进,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,110,74,115,255,115,115,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
757,李全,陈胜,陈胜,,,一般,无,0,0,80,90,70,55,65,360,100,1154,男,184,170,269,自然死,757,,,,,1,0,,,,,,,,,,,,Ｓ,Ａ,Ａ,Ｂ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,青徐,枪将,时节,普通,普通,实绩,刚胆,刚胆,乱暴,无视,现状维持,漫不经心,0,25,74,74,255,93,92,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
758,陈友谅,陈胜,陈胜,,,一般,无,0,0,80,75,80,60,65,360,100,1163,男,184,170,269,自然死,758,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｃ,Ａ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,扬州,水将,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,93,26,92,94,93,93,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
759,李自成,陈胜,陈胜,,,一般,无,0,0,85,85,70,40,85,365,100,1164,男,184,170,269,自然死,759,,,,,1,0,,,,,,,,,,,,Ａ,Ｓ,Ａ,Ａ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,京兆,不屈,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,110,79,92,112,93,92,255,255,255,255,2,255,512,,,,,,,,0,健康,,,0,0,0
760,张献忠,陈胜,陈胜,,,一般,无,0,0,80,85,65,25,50,305,100,1165,男,184,170,269,自然死,760,,,,,1,0,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,益州,掠夺,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,2,4,71,30,76,30,30,255,255,255,2,255,255,512,,,,,,,,0,健康,,,0,0,0
761,渔夫,,,,,,无,0,0,1,1,1,1,1,5,100,765,男,184,184,281,自然死,761,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,74,125,125,255,125,125,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
762,学者,,,,,,无,0,0,1,1,1,1,1,5,100,766,男,184,184,281,自然死,762,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,刚胆,丁宁,普通,现状维持,漫不经心,0,97,124,124,255,124,124,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
763,事６４,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,763,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
764,事６５,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,764,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
765,事６６,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,765,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
766,事６７,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,766,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
767,事６８,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,767,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
768,事６９,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,768,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
769,事７０,,,,,,无,0,0,1,1,1,1,1,5,100,0,男,184,165,190,自然死,769,,,,,0,0,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,普通型,普通型,普通型,普通型,普通型,幽州,,道理,普通,普通,实绩,刚胆,莽撞,蛮族,普通,现状维持,重视,0,84,84,84,255,84,84,255,255,255,255,255,255,0,,,,,,,,0,健康,,,0,0,0
770,窦婴,刘邦,刘邦,成都,成都,一般,,120,2000,67,53,71,77,79,347,100,1905,男,150,130,229,不自然死,770,,,,,1,73,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,,道理,情理坚定,普通,名声,刚胆,刚胆,普通,重视,现状维持,重视,0,89,89,89,255,89,89,255,255,255,255,255,255,680,,,,,,,,0,健康,,,0,0,0
771,韩安国,刘邦,刘邦,成都,成都,一般,,120,2000,69,70,82,79,80,380,100,1906,男,150,130,229,自然死,771,,,,,1,71,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｂ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,时节,情理坚定,普通,实绩,小心,小心,丁宁,重视,现状维持,临机应变,0,120,44,125,255,125,125,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
772,冯胜,朱元璋,朱元璋,金陵,金陵,一般,,120,2000,81,80,61,33,39,294,100,1902,男,150,130,229,不自然死,772,,,,,1,91,,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,长驱,时节,情理坚定,普通,实绩,猪突,莽撞,蛮族,普通,中华统一,漫不经心,0,38,55,94,76,93,94,255,255,255,255,255,255,664,,,,,,,,0,健康,,,0,0,0
773,王崇古,,,金陵,金陵,未发现,,0,0,75,69,74,76,65,359,100,1903,男,150,130,229,自然死,773,,,,,0,87,,,,,,,,,,,,Ｂ,Ａ,Ａ,Ｂ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,道理,情理坚定,普通,实绩,冷静,冷静,普通,重视,现状维持,临机应变,0,21,80,80,255,80,80,255,255,255,255,255,255,224,,,,,,,,0,健康,,,0,0,0
774,源贺,拓跋珪,拓跋珪,蓟,蓟,一般,,120,2000,75,84,80,78,84,401,100,1900,男,165,145,244,自然死,296,秃发褥檀,,,,2,140,,,,,,,,,,,,Ｂ,Ｃ,Ａ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,时节,情理坚定,普通,义理,刚胆,刚胆,豪放,无视,地方统一,临机应变,2,25,35,30,255,30,30,255,255,255,255,255,255,632,,,,,,,,0,健康,,,0,0,0
775,尉元,拓跋珪,拓跋珪,蓟,蓟,一般,,120,2000,76,80,69,72,78,375,100,1901,男,150,130,229,自然死,775,,,,,1,142,,,,,,,,,,,,Ａ,Ｃ,Ａ,Ａ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,时节,普通,普通,实绩,刚胆,刚胆,普通,无视,地方统一,临机应变,0,30,80,93,12,93,92,255,255,255,255,255,255,720,,,,,,,,0,健康,,,0,0,0
776,荀林父,晋重耳,晋重耳,邺,邺,一般,,120,2000,70,67,65,74,74,350,100,1896,男,150,130,229,自然死,776,,,,,1,21,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｂ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,,道理,情理坚定,较高,实绩,小心,小心,普通,普通,地方统一,重视,0,101,75,115,255,115,115,255,255,255,255,255,255,552,,,,,,,,0,健康,,,0,0,0
777,士会,晋重耳,晋重耳,邺,邺,一般,,120,2000,64,55,96,87,90,392,100,1897,男,150,130,229,自然死,777,,,,,1,23,,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ｂ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,,道理,不会背叛,较低,实绩,冷静,冷静,普通,普通,现状维持,重视,0,5,44,107,255,107,107,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
778,郤克,晋重耳,晋重耳,邺,邺,一般,,120,2000,76,50,72,75,56,329,100,1898,男,150,130,229,自然死,778,,,,,1,19,栾书,,,,,,,,,,,Ｃ,Ａ,Ａ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,怒发,时节,普通,较高,能力,猪突,莽撞,普通,普通,地方统一,重视,0,101,84,106,255,106,106,255,255,255,255,255,255,672,,,,,,,,0,健康,,,0,0,0
779,栾书,晋重耳,晋重耳,邺,邺,一般,,120,2000,63,66,79,77,62,347,100,1899,男,150,130,229,自然死,779,,,,,1,16,郤克,,,,,,,,,,,Ｃ,Ｂ,Ｂ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,,道理,无情义,较高,实绩,刚胆,刚胆,普通,普通,地方统一,重视,0,92,79,94,103,93,93,255,255,255,255,255,255,512,,,,,,,,0,健康,,,0,0,0
780,周敦颐,,,开封,开封,未发现,,0,0,38,16,76,78,86,294,100,1891,男,150,130,229,自然死,780,,,,,1,61,程颢,程颐,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆南,指导,故事,情理坚定,较低,名声,刚胆,刚胆,丁宁,普通,现状维持,重视,0,89,45,116,255,116,116,255,255,255,255,255,255,232,,,,,,,,0,健康,,,0,0,0
781,邵雍,,,开封,开封,未发现,,0,0,28,23,87,73,85,296,100,1893,男,150,130,229,自然死,781,,,,,1,63,司马光,富弼,程颢,程颐,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,风水,故事,情理坚定,低,名声,冷静,冷静,普通,普通,现状维持,临机应变,0,74,76,80,255,80,80,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
782,陆九渊,,,开封,开封,未发现,,0,0,48,47,79,76,79,329,100,1769,男,150,130,229,自然死,782,,,,,1,56,朱熹,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,道理,情理坚定,较低,实绩,刚胆,刚胆,普通,普通,中华统一,重视,0,21,79,98,255,98,98,255,255,255,255,255,255,104,,,,,,,,0,健康,,,0,0,0
783,杨存中,,,开封,开封,未发现,,0,0,79,91,70,69,73,382,100,1890,男,225,205,304,自然死,783,,,,,1,63,,,,,,,,,,,,Ｂ,Ｂ,Ｓ,Ａ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,道理,情理坚定,普通,实绩,小心,小心,普通,普通,地方统一,漫不经心,0,94,20,6,94,93,6,255,255,255,255,255,255,96,,,,,,,,0,健康,,,0,0,0
784,李显忠,,,开封,开封,未发现,,0,0,81,89,55,51,64,340,100,1889,男,150,130,229,自然死,784,,,,,1,59,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｓ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,骑将,道理,不会背叛,普通,义理,刚胆,刚胆,普通,重视,中华统一,临机应变,0,20,74,7,255,7,112,255,255,255,2,255,255,136,,,,,,,,0,健康,,,0,0,0
